Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Matches;Curr_Date
412;Tiquinho Soares;br BRA;FW;Botafogo (RJ);33-122;1991;2.2;2;3;1;33.3;1.35;0.45;0.33;1.00;13.0;0;1;1;1.7;0.9;0.32;+0.3;+0.1;Matches;2024-05-18
413;Fernando Sobral;br BRA;MF;Cuiabá;29-153;1994;3.2;0;5;1;20.0;1.58;0.32;0.00;0.00;28.8;0;0;0;0.1;0.1;0.03;-0.1;-0.1;Matches;2024-05-18
414;Yeferson Soteldo;ve VEN;FW;Grêmio;26-323;1997;3.0;1;5;3;60.0;1.68;1.01;0.20;0.33;20.4;0;0;0;0.3;0.3;0.06;+0.7;+0.7;Matches;2024-05-18
415;Igor Vinícius de Souza;br BRA;DF;São Paulo;27-047;1997;5.4;0;4;0;0.0;0.73;0.00;0.00;;10.3;0;0;0;0.8;0.8;0.20;-0.8;-0.8;Matches;2024-05-18
416;Everaldo Stum;br BRA;FW;Bahia;32-318;1991;2.8;3;11;5;45.5;3.88;1.76;0.18;0.40;16.7;0;1;1;2.4;1.6;0.16;+0.6;+0.4;Matches;2024-05-18
417;Damián Suárez;uy URU;DF;Botafogo (RJ);36-021;1988;2.6;0;1;0;0.0;0.38;0.00;0.00;;31.9;1;0;0;0.0;0.0;0.03;0.0;0.0;Matches;2024-05-18
418;Talisson;br BRA;FW;Red Bull Bragantino;21-363;2002;0.2;0;1;0;0.0;6.43;0.00;0.00;;24.9;0;0;0;0.0;0.0;0.01;0.0;0.0;Matches;2024-05-18
419;Tchê Tchê;br BRA;MF;Botafogo (RJ);31-262;1992;3.1;0;2;0;0.0;0.65;0.00;0.00;;27.0;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches;2024-05-18
420;David Terans;uy URU;MF,FW;Fluminense;29-281;1994;0.6;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
421;Thaciano;br BRA;FW;Bahia;29-006;1995;5.2;1;12;3;25.0;2.30;0.57;0.08;0.33;12.3;0;0;0;1.4;1.4;0.11;-0.4;-0.4;Matches;2024-05-18
422;Thiaguinho;br BRA;MF;Juventude;27-037;1997;0.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
423;Guilherme Tinga;br BRA;DF;Fortaleza;30-260;1993;4.1;0;1;0;0.0;0.24;0.00;0.00;;11.9;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
424;Titi;br BRA;DF;Fortaleza;36-067;1988;5.0;0;3;0;0.0;0.60;0.00;0.00;;12.1;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches;2024-05-18
425;Félix Torres Caicedo;ec ECU;DF;Corinthians;27-128;1997;6.0;0;4;1;25.0;0.67;0.17;0.00;0.00;10.4;0;0;0;0.3;0.3;0.08;-0.3;-0.3;Matches;2024-05-18
426;Miguel Trauco;pe PER;DF,MF;Criciúma;31-267;1992;1.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
427;Bruno Tubarão;br BRA;DF;Atl Goianiense;29-074;1995;4.0;0;2;0;0.0;0.50;0.00;0.00;;32.1;0;0;0;0.0;0.0;0.01;0.0;0.0;Matches;2024-05-18
428;Bruno Uvini;br BRA;DF;Vitória;32-350;1991;3.0;0;1;0;0.0;0.33;0.00;0.00;;9.4;0;0;0;0.0;0.0;0.05;0.0;0.0;Matches;2024-05-18
429;Vanderlan;br BRA;DF;Palmeiras;21-254;2002;1.2;0;1;0;0.0;0.83;0.00;0.00;;38.2;0;0;0;0.0;0.0;0.01;0.0;0.0;Matches;2024-05-18
430;Guillermo Varela;uy URU;DF;Flamengo;31-055;1993;3.7;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
431;Eduardo Vargas;cl CHI;FW;Atlético Mineiro;34-180;1989;1.5;3;9;4;44.4;6.04;2.69;0.33;0.75;10.5;0;0;0;1.6;1.6;0.18;+1.4;+1.4;Matches;2024-05-18
432;Pablo Vegetti;ar ARG;FW;Vasco da Gama;35-216;1988;5.8;3;23;6;26.1;3.97;1.03;0.13;0.50;12.2;0;0;1;3.4;2.6;0.11;-0.4;+0.4;Matches;2024-05-18
433;Raphael Veiga;br BRA;MF;Palmeiras;28-334;1995;4.4;0;8;2;25.0;1.80;0.45;0.00;0.00;27.5;3;0;1;1.2;0.4;0.05;-1.2;-0.4;Matches;2024-05-18
434;Fausto Vera;ar ARG;MF;Corinthians;24-053;2000;2.1;0;3;1;33.3;1.42;0.47;0.00;0.00;31.7;0;0;0;0.1;0.1;0.03;-0.1;-0.1;Matches;2024-05-18
435;Gabriel Veron;br BRA;FW,MF;Cruzeiro;21-258;2002;0.9;0;1;0;0.0;1.14;0.00;0.00;;12.0;0;0;0;0.2;0.2;0.25;-0.2;-0.2;Matches;2024-05-18
436;João Victor;br BRA;DF;Vasco da Gama;25-306;1998;2.4;0;1;0;0.0;0.41;0.00;0.00;;11.5;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
437;Felipe Vieira;;DF;Fluminense;;;1.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
438;Mathías Villasanti;py PAR;MF;Grêmio;27-115;1997;4.0;0;3;0;0.0;0.75;0.00;0.00;;16.3;0;0;0;0.2;0.2;0.07;-0.2;-0.2;Matches;2024-05-18
439;Matías Viña;uy URU;DF;Flamengo;26-191;1997;1.1;0;1;0;0.0;0.92;0.00;0.00;;15.3;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
440;Alix Vinicius;br BRA;DF;Atl Goianiense;24-194;1999;3.5;0;5;1;20.0;1.43;0.29;0.00;0.00;13.6;0;0;0;0.2;0.2;0.04;-0.2;-0.2;Matches;2024-05-18
441;Mateus Vital;br BRA;MF;Cruzeiro;26-096;1998;0.8;1;4;2;50.0;5.29;2.65;0.25;0.50;22.7;0;0;0;0.2;0.2;0.04;+0.8;+0.8;Matches;2024-05-18
442;Vitão;br BRA;DF;Internacional;24-106;2000;4.0;0;4;1;25.0;1.00;0.25;0.00;0.00;12.3;0;0;0;0.2;0.2;0.06;-0.2;-0.2;Matches;2024-05-18
443;Vitinho;br BRA;FW,MF;Red Bull Bragantino;25-047;1999;4.0;2;8;4;50.0;2.01;1.00;0.25;0.50;23.6;0;0;0;0.3;0.3;0.03;+1.7;+1.7;Matches;2024-05-18
444;Rayan Vitor;br BRA;FW,MF;Vasco da Gama;17-289;2006;1.9;0;8;1;12.5;4.19;0.52;0.00;0.00;19.7;0;0;0;0.7;0.6;0.08;-0.7;-0.6;Matches;2024-05-18
445;Felipe Vizeu;br BRA;FW;Criciúma;27-067;1997;0.3;0;1;1;100.0;3.00;3.00;0.00;0.00;19.8;0;0;0;0.0;0.0;0.05;0.0;0.0;Matches;2024-05-18
446;Wagner;br BRA;DF;Vitória;24-300;1999;3.1;1;4;2;50.0;1.30;0.65;0.25;0.50;9.0;0;0;0;1.1;1.1;0.28;-0.1;-0.1;Matches;2024-05-18
447;Walter;br BRA;GK;Cuiabá;36-182;1987;4.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
448;Wanderson;br BRA;FW,MF;Internacional;29-224;1994;2.0;0;3;0;0.0;1.49;0.00;0.00;;16.5;0;0;0;0.2;0.2;0.08;-0.2;-0.2;Matches;2024-05-18
449;Welington;br BRA;DF;São Paulo;23-089;2001;2.6;0;2;0;0.0;0.77;0.00;0.00;;26.7;0;0;0;0.1;0.1;0.03;-0.1;-0.1;Matches;2024-05-18
450;José Welison;br BRA;MF;Fortaleza;29-068;1995;1.7;0;1;0;0.0;0.60;0.00;0.00;;29.9;0;0;0;0.0;0.0;0.01;0.0;0.0;Matches;2024-05-18
451;Wesley;br BRA;DF;Flamengo;20-255;2003;1.3;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
452;Wesley;br BRA;FW,MF;Internacional;25-049;1999;3.4;2;12;4;33.3;3.58;1.19;0.17;0.50;18.2;0;0;0;0.7;0.7;0.05;+1.3;+1.3;Matches;2024-05-18
453;Wéverton;br BRA;GK;Palmeiras;36-157;1987;6.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
454;William;br BRA;DF;Cruzeiro;29-045;1995;5.0;0;4;1;25.0;0.80;0.20;0.00;0.00;23.7;0;0;0;0.1;0.1;0.03;-0.1;-0.1;Matches;2024-05-18
455;Willian;br BRA;MF;Vitória;31-002;1993;4.0;1;3;1;33.3;0.75;0.25;0.33;1.00;20.8;0;0;0;0.2;0.2;0.06;+0.8;+0.8;Matches;2024-05-18
456;Samuel Xavier;br BRA;DF;Fluminense;33-347;1990;2.5;0;3;2;66.7;1.20;0.80;0.00;0.00;27.4;0;0;0;0.1;0.1;0.02;-0.1;-0.1;Matches;2024-05-18
457;Bruno Zapelli;ar ARG;MF,FW;Ath Paranaense;22-001;2002;2.6;0;3;1;33.3;1.13;0.38;0.00;0.00;18.2;0;0;0;0.5;0.5;0.17;-0.5;-0.5;Matches;2024-05-18
458;Federico Zaracho;ar ARG;MF;Atlético Mineiro;26-069;1998;3.1;1;4;1;25.0;1.31;0.33;0.25;1.00;19.1;0;0;0;0.4;0.4;0.11;+0.6;+0.6;Matches;2024-05-18
459;Zeca;br BRA;DF;Vitória;30-002;1994;4.3;0;2;2;100.0;0.46;0.46;0.00;0.00;16.5;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches;2024-05-18
