Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Curr_Date
431,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,34-180,1989,1.5,68,3,4,30,35,15,68,3,1,33.3,2,66.7,47,271,110,2,2,0,4,3,57,14,Matches,2024-05-18
432,Pablo Vegetti,ar ARG,FW,Vasco da Gama,35-216,1988,5.8,151,7,11,71,72,33,150,4,0,0.0,4,100.0,75,214,26,1,2,1,17,10,118,25,Matches,2024-05-18
433,Raphael Veiga,br BRA,MF,Palmeiras,28-334,1995,4.4,201,2,11,124,68,3,200,2,2,100.0,0,0.0,99,546,269,6,8,1,12,3,120,5,Matches,2024-05-18
434,Fausto Vera,ar ARG,MF,Corinthians,24-053,2000,2.1,142,2,23,97,22,2,142,3,1,33.3,2,66.7,76,449,242,6,3,0,1,3,107,4,Matches,2024-05-18
435,Gabriel Veron,br BRA,"FW,MF",Cruzeiro,21-258,2002,0.9,41,0,3,11,29,8,41,5,4,80.0,1,20.0,29,120,44,1,4,1,2,1,30,13,Matches,2024-05-18
436,João Victor,br BRA,DF,Vasco da Gama,25-306,1998,2.4,176,16,68,87,23,4,176,3,1,33.3,2,66.7,80,604,406,6,5,1,3,2,106,3,Matches,2024-05-18
437,Felipe Vieira,,DF,Fluminense,,,1.5,102,13,63,38,2,0,102,2,1,50.0,1,50.0,54,223,129,1,0,0,3,1,67,0,Matches,2024-05-18
438,Mathías Villasanti,py PAR,MF,Grêmio,27-115,1997,4.0,301,6,46,208,52,6,301,5,3,60.0,2,40.0,147,715,319,2,4,1,8,3,217,11,Matches,2024-05-18
439,Matías Viña,uy URU,DF,Flamengo,26-191,1997,1.1,65,4,21,24,20,3,65,3,1,33.3,2,66.7,27,279,128,3,0,0,2,0,36,10,Matches,2024-05-18
440,Alix Vinicius,br BRA,DF,Atl Goianiense,24-194,1999,3.5,178,38,107,66,9,6,178,2,2,100.0,0,0.0,80,364,162,0,0,0,0,0,88,4,Matches,2024-05-18
441,Mateus Vital,br BRA,MF,Cruzeiro,26-096,1998,0.8,48,0,4,23,21,4,48,2,0,0.0,2,100.0,30,142,64,1,0,1,2,2,35,5,Matches,2024-05-18
442,Vitão,br BRA,DF,Internacional,24-106,2000,4.0,294,23,81,194,20,4,294,0,0,,0,,195,1115,845,11,3,0,2,0,225,1,Matches,2024-05-18
443,Vitinho,br BRA,"FW,MF",Red Bull Bragantino,25-047,1999,4.0,180,9,31,52,99,13,180,9,3,33.3,5,55.6,104,589,367,16,10,6,6,3,111,35,Matches,2024-05-18
444,Rayan Vitor,br BRA,"FW,MF",Vasco da Gama,17-289,2006,1.9,76,1,15,32,33,8,76,6,4,66.7,1,16.7,38,294,166,4,2,1,4,0,48,12,Matches,2024-05-18
445,Felipe Vizeu,br BRA,FW,Criciúma,27-067,1997,0.3,21,0,1,16,4,0,21,3,2,66.7,1,33.3,12,75,16,0,0,0,2,1,19,2,Matches,2024-05-18
446,Wagner,br BRA,DF,Vitória,24-300,1999,3.1,194,36,99,91,5,4,194,2,2,100.0,0,0.0,116,588,367,1,1,0,0,4,124,0,Matches,2024-05-18
447,Walter,br BRA,GK,Cuiabá,36-182,1987,4.0,135,125,135,0,0,0,135,0,0,,0,,61,350,244,0,0,0,1,0,57,0,Matches,2024-05-18
448,Wanderson,br BRA,"FW,MF",Internacional,29-224,1994,2.0,58,1,8,31,23,4,58,5,3,60.0,1,20.0,32,289,106,3,3,1,7,1,38,9,Matches,2024-05-18
449,Welington,br BRA,DF,São Paulo,23-089,2001,2.6,163,5,39,71,55,2,163,6,3,50.0,3,50.0,65,305,142,5,3,1,4,3,89,18,Matches,2024-05-18
450,José Welison,br BRA,MF,Fortaleza,29-068,1995,1.7,84,5,24,52,9,0,84,0,0,,0,,33,117,34,1,0,0,1,2,35,1,Matches,2024-05-18
451,Wesley,br BRA,DF,Flamengo,20-255,2003,1.3,80,12,31,23,26,2,80,0,0,,0,,25,102,43,1,1,1,2,0,34,7,Matches,2024-05-18
452,Wesley,br BRA,"FW,MF",Internacional,25-049,1999,3.4,175,0,16,64,100,10,175,21,10,47.6,6,28.6,121,907,491,17,8,5,8,2,135,32,Matches,2024-05-18
453,Wéverton,br BRA,GK,Palmeiras,36-157,1987,6.0,231,180,230,1,0,0,231,0,0,,0,,142,896,448,0,0,0,0,0,118,0,Matches,2024-05-18
454,William,br BRA,DF,Cruzeiro,29-045,1995,5.0,367,10,81,165,124,10,367,8,4,50.0,4,50.0,196,1080,655,15,12,3,4,5,215,32,Matches,2024-05-18
455,Willian,br BRA,MF,Vitória,31-002,1993,4.0,181,13,39,126,16,1,181,1,0,0.0,0,0.0,99,419,198,3,4,0,3,4,130,2,Matches,2024-05-18
456,Samuel Xavier,br BRA,DF,Fluminense,33-347,1990,2.5,158,8,48,68,45,3,158,0,0,,0,,66,396,239,5,5,1,3,3,93,7,Matches,2024-05-18
457,Bruno Zapelli,ar ARG,"MF,FW",Ath Paranaense,22-001,2002,2.6,157,2,11,80,68,6,157,5,3,60.0,2,40.0,97,487,250,6,3,1,8,2,108,10,Matches,2024-05-18
458,Federico Zaracho,ar ARG,MF,Atlético Mineiro,26-069,1998,3.1,177,1,27,95,55,8,177,9,3,33.3,5,55.6,95,375,136,2,3,0,7,4,120,15,Matches,2024-05-18
459,Zeca,br BRA,DF,Vitória,30-002,1994,4.3,258,18,88,120,53,2,258,5,3,60.0,1,20.0,149,1012,592,13,10,2,0,9,156,12,Matches,2024-05-18
